Gene_Symbol,Gene_Length
ZBTB25,16999
TMEM248,37335
NFKBIA,3244
VSIG10L,10583
BSCL2,19357
YY1,39702
HIST1H2BE,434
SMLR1,9731
KIAA0101,16491
ENTPD3-AS1,62357
ABCB7,103168
CRNDE,10324
SRP68,33751
RSBN1L-AS1,13494
COPB2,32089
C2CD3,136584
WHSC1,110811
WDR74,7245
NEURL,98574
TMPRSS9,36302
MRPL35,13921
KCNS3,54280
ZBTB21,23556
RPGR,58365
ARHGEF10L,158040
CDC20,4247
RAC3,2548
OSBPL7,14414
TROVE2,32354
PRKCE,536086
SCARNA12,269
RASGEF1B,44842
MAPK8,33496
SNORA63,134
SRC,60733
R3HDM2,56698
NECAB3,17371
COPZ1,26761
UPF1,36295
ZNF142,21715
C18orf21,6662
RBM15B,6637
KIAA0586,121446
SNORA74A,199
IPCEF1,202282
SLC1A2,168858
GPATCH11,12144
COPS8,13405
TCP11L2,44211
FAIM3,18747
LOC100508120,167838
C8orf44-SGK3,194470
ATAD3C,20469
MYO1D,384274
AFF3,595321
TMEM189,30061
TTL,50479
TSPAN17,11671
FAM184A,189362
SH2D1A,26878
PGAM1,7171
ICK,60502
CUZD1,14020
RHOA,52947
APOC4,3258
GPR65,9687
PRICKLE4,6610
LOC641367,2693
LRRC16A,341102
ST8SIA3,16440
CMTM2,8826
POU5F2,1294
ASB3,117029
PLCG1,38196
TMOD3,82506
EXOC6B,646733
AADAT,29999
SMARCA4,101360
ZBTB22,3537
SUCLG2,294154
GLRX3,44007
PVT1,210625
RNASEH2B,60782
BEX5,2307
UBR2,129483
EVI2A,5339
AREG,9873
RFC4,16802
ZNF709,23634
TMEM163,263241
UVSSA,40733
NME7,235417
KIAA2018,48260
HSF4,6560
HEXIM1,4784
RPS8,3166
CHD3,27952
STX2,49674
LINGO3,18382
ARIH2,66690
INTS9,122523
ASTE1,12925
CYP2U1,21896
ARHGEF17,60762
FLJ42627,7147
E2F2,24792
WWC1,180243
AGPAT3,122359
CDKN1A,10879
UXT,7388
FAM66B,53743
ECM1,5778
LOC285033,34208
RIMKLA,43432
SLC4A1AP,31509
SNAP23,37755
ARHGAP35,86400
WNK2,135642
KIAA1522,33059
C16orf88,11818
ADIRF,2478
RABL3,55856
NR1I2,38001
LOC100289019,7563
ZACN,3622
NEDD1,46468
GAS6,43524
HCN3,12421
DERA,126129
ZBTB6,5272
FOXP4,55958
ARHGAP19,70500
SESN1,108068
PDSS1,49131
CXorf40B,6301
SLC36A4,50245
REXO2,10892
CCDC34,24734
L3MBTL3,122866
COX7A2L,10711
ADCYAP1,7229
YWHAZ,34819
SEC16B,40808
ZNF641,11236
CAB39L,135435
GALNT12,42382
LINC00264,4457
NDUFA6,5358
NBPF10,75313
MCTP2,185751
DAG1,66915
LRRC37A4P,14640
INO80,137261
ZNF248,81558
FRMD3,295443
MPLKIP,1909
SH2D3C,40452
CA2,17590
CRY2,36130
WHSC1L1,107229
CD300LF,18656
ALG5,49596
PBXIP1,12008
C14orf169,2461
LOC100130992,6476
DDX46,72351
PSMC1,16072
FAM60A,45639
POLD2,8890
LOC100506025,60118
JRK,12527
SNORA71D,137
RYR1,153864
COL18A1-AS2,2679
NFYB,21182
PARG,345006
LAMC3,83942
HIST3H2BB,451
LYSMD1,6200
CDK20,8336
NLGN1,884872
BOP1,29064
ZNF510,22181
PRMT6,2649
TYROBP,3908
SLC2A1,33801
ANKRD37,3550
ATAD2,76614
SFMBT2,252862
CLEC10A,5744
PARD3B,1074370
NSMAF,76340
ZNF215,31624
MNDA,18102
SRRM1,30178
BICD1,270956
WNT4,25721
CAST,112644
PRRC2C,107984
ICAM4,1617
ABHD16B,1775
AKR1C3,58920
ZNF19,15278
NUS1,35269
CDK10,9696
RARRES1,35378
LOX,15165
GTF3A,11165
COPS7B,22272
SHISA6,322640
CCDC74A,5832
MDC1,17874
KRBA1,19516
TRUB1,39487
HOMEZ,12465
FAM110D,3608
ZNF334,13929
LCORL,178644
SLC44A5,408983
UGCG,36227
PHF2,102960
PTENP1,3916
PDE1B,29846
ZNF853,8394
UBP1,52068
CCNY,324894
ZNF345,42860
RNF8,40766
AAAS,14172
NEFH,11096
SCARNA6,265
CSNK1G1,190726
ORC6,8748
PINK1,18056
HSF5,68230
HIST1H3F,465
C10orf2,6865
WDR81,22076
AP2A1,40189
NEK8,13952
ZNF652,73267
PIPSL,3775
MUC4,65206
EME2,3010
BLOC1S4,1545
ZHX1-C8ORF76,48298
SDF2L1,2046
EML2,36117
EPS8,169435
POGK,14985
RAB31,154325
C1QC,4485
ZNF836,16771
KPNA1,93038
NAA15,89259
RGL2,7734
AHCTF1,92324
OTUD7B,70454
COL10A1,7211
NCKAP1L,45404
GATAD2A,123099
ECM2,42545
KIF13A,228440
NOXA1,11011
MPZL1,69969
ALS2CL,24709
SSFA2,38992
ZNF417,10836
KANK1,275812
LTB,1866
UBXN7,78976
RINL,10447
LOC254896,19202
HAGHL,2449
XKR5,27125
IMP3,1238
ARHGAP18,133130
TNFAIP8L2-SCNM1,13668
PCNP,20239
HSF2,33568
PHF20L1,73448
ZNF121,18917
RFC1,78932
POPDC3,22083
PIGN,142831
API5,32575
ABL2,130357
ZNF175,18460
CCDC64,104651
LINC00606,4708
MAP4K3,188046
DDX5,8110
SURF1,4695
SLC39A10,80894
SLC46A2,11993
MDM4,41741
IPPK,57081
RHPN1,15365
ARL6IP6,43360
NCOA3,155020
MTRNR2L8,1289
RASA4CP,11736
TSEN34,4275
MAP4K5,114165
WFIKKN1,3104
LAT2,20077
PLXNB3,15150
ARHGDIA,3685
MORF4L2-AS1,5272
SLC25A51,26778
NT5E,46207
URB2,33965
IFI27L2,1839
MORN2,6747
ERCC6,82656
RGS12,125766
TTN-AS1,97390
PLIN5,12664
LRP2,235503
CNNM1,65231
MED9,16234
TXNDC16,121993
RAPGEF6,211315
GSTP1,3058
G2E3,60717
NUDT12,13934
CGN,27305
RHNO1,13267
TRAPPC8,113955
PCBD1,5274
RPS16,2771
ALDH1A1,52655
MXI1,79760
C1orf50,8497
PARPBP,77342
OLFM3,194663
CHPF2,6320
RNF219,44893
JMY,91113
UBE2A,9880
PRODH,23779
LOC152217,1390
DPH2,3390
ZNF784,3834
WDR88,43705
NBPF9,213851
NFRKB,31820
SCRN3,33846
NAALADL1,13714
LOC100129550,5903
TTYH2,48461
SERTAD2,22291
WDR19,103406
CACNA1F,28310
METTL13,16095
UBQLN2,3417
IGFBP2,31031
SIRT3,21332
SRXN1,6746
BTBD10,75282
B3GALTL,132299
TOB1-AS1,1692
SNHG15,3632
SQLE,23805
SLC1A3,81979
VTN,3074
LOXL4,20564
TAF13,11626
NBL1,15226
CEACAM6,16715
CD83,19661
LST1,2730
EIF3I,9234
PLEKHM3,204272
BANP,125886
TRERF1,227114
IFI16,45263
ZMAT5,36024
OASL,18950
TIMM21,10458
POLA1,303038
PDAP1,14007
HIST1H2BF,429
MYL12B,16171
ENO3,6042
CXorf57,67513
RASSF2,43622
MARCKSL1,2410
LOC643529,11368
ANXA7,38652
ZNF770,9955
CTNND1,57418
CES4A,21167
GSE1,64783
BTF3L4,34531
ZNF695,62546
HAUS7,47860
COL18A1,108537
NCOA4,25626
WDR83OS,1584
ATXN7L3B,3681
ZNF629,8753
CPSF3L,13102
SNRPA,14538
PEAK1,311948
CBWD3,58093
ARL5A,27529
LSM4,16961
SCARNA9,352
RAD51AP1,21263
ALG1L,7769
AMIGO2,4244
DDAH2,3222
GOLGA7,20418
ADAMTS7,52228
ARHGEF4,130612
MTRNR2L6,1394
LBR,27353
GLT8D1,11544
F2RL3,3004
FTSJ2,7907
SH3BP5,87038
FARS2,510232
KRT75,10256
TRIM26,29039
DUSP10,40752
TMEM167B,6151
HAUS6,49805
SSPO,57922
CACTIN,16186
MAGI2-AS3,18251
DNAJC4,4000
LAIR2,7887
LOC100288846,1358
SERGEF,225040
LINC00665,18657
RPL22L1,5380
RNF40,14695
DHX16,19934
HAVCR2,23405
PSMG4,9138
CENPI,63180
RSBN1L,83377
PPAN,5076
CDK19,205231
RPL13AP20,659
IDH3A,21165
RAB33A,13071
UBE2Z,20691
ZNF674-AS1,2985
C1orf131,17415
HFM1,144103
GATC,17315
KLF9,30060
BRF2,6033
SMIM3,18790
CCNJ,17466
SRGAP2B,63870
HS2ST1,195346
GATA2,13765
PF4,1299
IFT88,124368
NTNG2,80886
IL11RA,9716
MANEAL,7504
CHCHD2,4921
BCL2L1,58395
HSPA5,6539
C3orf37,26451
ADAMTSL4,11514
ARHGEF40,19509
RDH8,9029
PARK2,1380244
FZD7,3850
PIAS4,30318
ALKBH2,5300
FKBP7,14964
ASB9,26480
GNAZ,54552
RARB,169668
ALDH4A1,31369
PDLIM7,14207
TSSK4,2528
DDR2,148019
C10orf88,23500
UTP3,2072
C19orf43,4075
CLEC2B,17490
ZNF621,14667
ARHGEF6,115791
SCARNA17,420
FAM86DP,13563
LINC00423,102462
NBEA,730450
ROBO3,16065
EIF3D,18380
CHST15,85941
DAZAP1,28098
POLR2C,9370
FAM200B,8718
ZNF697,28390
C9orf156,18080
RPUSD1,3409
ALDH8A1,32732
HECTD3,8807
VDAC3,14176
FLJ27354,8045
GSPT1,48534
LOC100272228,78252
HECTD1,107365
WIBG,26500
PAN2,17830
CCDC122,43337
FNBP4,50924
TBC1D3P1-DHX40P1,42951
GTF2A2,19476
MED13L,318610
IMPA2,49458
C1orf151-NBL1,61478
PXMP2,17385
HAGH,18091
DDX23,22418
PEX3,39833
C17orf67,41982
DHX8,40346
AVPR2,4635
MRPS14,10497
PMS2P3,20384
PAF1,5565
GSTO2,30545
RGS19,6789
SLC16A2,112436
TOMM40L,4574
GLTPD1,4133
FKRP,12529
NDUFA8,15760
LOC439994,1163
LEPR,216841
ZNF609,186647
LIPA,38334
DLG4,30159
PLA2G7,31377
HEATR5B,103332
HIGD1B,4127
RNF5,2408
ETV2,3126
USP22,43446
SLC14A2,470113
TXNDC9,17373
ATP5G3,5504
ZNF335,23541
MOB3C,9176
FCGR2B,15539
SLC6A8,8296
LOC644656,1142
G6PC2,8760
ADAMTS1,9122
KLHDC4,58180
SPTLC3,157784
AACS,77946
LOC100132356,1784
SPNS2,41099
TRIM16,54913
C22orf29,8710
FYCO1,77925
SENP5,66857
BBS9,476528
CHST2,4238
HBG2,1590
P4HA2,35252
ZNF333,30902
WDR41,60263
ARSK,49981
HBEGF,13760
ATP8A2,649211
SEC14L1P1,2571
FBXL3,21942
KDELC2,26326
ERCC5,30160
ADAM17,66506
HARS2,7872
GRAMD1B,96990
ARL5B,18627
PDK1,43083
FSD1,19252
SV2A,14562
UBAC1,28411
PARL,55520
EIF2AK1,36982
ACACB,128828
MBTPS2,45885
PMS2P5,29272
UBR5,160415
ZNF598,12169
AFG3L2,48332
DOCK11,190251
SURF2,4619
IFITM3,1241
SARDH,76393
C8orf82,2855
MACF1,405721
NDUFA12,32385
OAZ1,3967
N6AMT2,44984
FCHSD1,12117
E2F5,37134
SETD3,83143
ATP5G1,3084
TP53I13,4436
SARS,24289
GUSB,21628
PIGB,36713
ENDOV,22917
COQ6,13176
TMEM170B,45297
BPHL,34506
C2orf44,18090
SEC63,90522
POLB,33358
PRKD2,42811
PRNP,15437
POLR2J2,34981
MTOR,156020
FIG4,134210
ZNF766,23152
IGF1R,314998
TFIP11,20543
DCAF15,8937
PROB1,3250
ENTHD2,10814
XK,46250
IRF2BP1,2510
GOLIM4,85763
GAS5,4086
MRPL2,5475
FTO,410504
PPP2R5E,168724
GPR113,38644
FAM178A,52565
YBX1,19954
MRPL38,6457
RASD1,1956
ANXA9,13615
RBM44,44063
NDUFS6,14671
SNAP29,32209
CXCL12,14940
ZNF608,108195
FAM214B,11775
APOC1,4685
GPM6B,167769
MOB2,294816
DHRS3,49881
LINC00032,37109
PA2G4,9591
BSN,117060
PMF1-BGLAP,30344
FAM220A,19550
FZD5,6833
BNIP1,19945
AKAP7,147849
IL1B,7019
DNAJC16,44876
IMPAD1,35942
ANKRD42,54722
DUSP16,89232
CTDNEP1,8353
PTCHD3,16180
THBS3,12393
COX19,10749
MAST3,53896
PDCD5,6264
UNKL,51499
DDA1,13769
BIN1,59304
EFHC2,195795
USP25,149881
TATDN1,50594
PSMB3,11476
USP8,76698
SNHG4,9432
C9orf9,11128
POLR1E,17748
LATS1,60103
ZNF138,59412
ZDHHC20,86798
ITPRIPL2,7698
IPO5,70621
GRIP1,331714
PRG4,18283
MAGEE1,3700
LRCH3,80311
MRPS27,100848
NOP14-AS1,15516
MIIP,12807
PPME1,83640
UCKL1-AS1,3601
KAZN,519331
IQSEC2,88464
TMEM41B,34114
MTFMT,28127
PPP1R12B,239867
ALS2CR12,68954
GBF1,137401
WDR37,75461
ILDR1,34957
CHPF,4818
PPFIA1,113801
IST1,36229
CYC1,2468
ATP7B,78824
EIF4G2,11989
PRKCI,83550
POLR2B,52225
VPS52,21613
EYS,1987242
PUF60,13042
DEPTOR,177257
TAS2R43,1026
DMAP1,7226
PLEKHO2,26119
BCL10,11127
C7orf26,18440
MYH11,153895
CYTIP,29473
EPB42,23897
CTU2,8895
GPR125,128680
ST3GAL1,117092
MTERFD3,9875
VAMP5,8980
FAM53A,44380
BMP8B,30630
MICALL1,36310
RNF26,2814
CCDC90B,24875
CLCN5,176667
TNPO1,97797
TAF11,10293
RBM26-AS1,18024
AHSA2,10131
AKAP8L,38974
MFAP3,18495
NLRC3,38356
SCRT1,5489
NIPAL3,57228
MRPS9,61935
BLNK,79878
CDC27,71354
KIT,82786
TOX,313790
RBL1,98232
TTLL7,129776
SLC17A2,17962
SLC25A3,8375
AGAP2,17868
C15orf37,2083
BCKDK,4497
B3GNT3,18466
CEBPA-AS1,2200
TET1,134122
PTPN13,220860
SSR2,11919
UPF3B,19002
SLC25A12,110901
TAF10,1427
SLC5A5,23201
TAX1BP3,5786
LRP5,136635
BACH2,370380
SYCP3,10824
USP51,4582
SURF6,5495
WDFY1,69987
BCAT1,139435
TTC3P1,2541
ST6GAL1,148026
SOGA3,80949
PELI3,11010
SHANK2,621847
MAPK8IP3,64097
KIAA0930,48527
FAM208A,62975
ZMYM4,152977
IRF9,5352
KLF6,9285
LAMC1,122132
C17orf53,20570
TRIM2,186204
Sep-05,8858
ZBTB20-AS1,37167
GORAB,21711
PMS2,35867
CDH26,54697
PLEKHG4,11990
PMEPA1,63144
B4GALT5,80938
SYAP1,43100
PNPLA7,90581
CD36,77089
RPP40,8991
SYP,12396
DIABLO,19859
LSM12,32984
LOC595101,67781
SUZ12,64013
GLUD1,44817
ESCO2,30366
CRLS1,33958
CBX7,21759
ZNF347,20365
MAPRE2,166540
C3orf80,2577
OSBPL3,183596
FAM27A,1254
MRPL39,21833
SLC4A2,18315
SIRT2,21307
FADS1,17432
SLC31A2,13184
LENG9,1915
C12orf44,7521
ZNF511,4243
ELAC1,20103
SNORD35B,86
LOC729852,238509
STIP1,18433
LOC100144603,900
LCMT1,66504
CRYM,44565
ARHGAP21,140059
MAPKAPK2,49265
LOC100133957,1278
ATP5H,8119
CDC40,51798
ECHDC1,54897
CYLD,59885
MTX2,68630
AMPD2,12242
NET1,46505
MUT,32968
LRRN2,68294
ERI1,30535
TOMM70A,37939
ENSA,7499
C7orf29,2873
BAG6,13672
CTH,28633
PLCB1,752251
IGSF22,21925
BCR,137672
IFRD2,4863
MTMR10,52663
TAF12,39995
ZNF839,25797
ATP2C1,166186
LOC100131089,28198
LRRC37B,32364
LOC728743,6718
TPH1,20251
MRPS25,16797
NARS2,138902
LASP1,51911
ATP1A1OS,25757
RALGAPB,106018
TSNAX,37870
C21orf49,25605
IRF6,20552
RBBP6,33275
YWHAQ,47000
HIST1H2AJ,438
MARS,28702
NDUFB4,6130
EFCAB7,49351
CHURC1-FNTB,148294
SPICE1,72469
MRFAP1L1,2177
SMAD9,75441
MIS18BP1,50212
CRYM-AS1,17742
ZFP92,3305
USP35,25899
CEP44,49703
LSM10,4462
MFSD7,7355
DNAJB14,47169
SOX4,4877
AMOTL1,108410
ROMO1,1670
NDE1,83084
TMEM98,13739
GPR179,18200
TMEM189-UBE2V1,72674
FDXACB1,5401
ANKRD20A5P,47953
HERC3,116119
HIST2H2AA3,533
SLC30A7,85679
MIR143HG,25959
ZNF777,29599
VAV3,393763
ATAD3B,24418
CD86,65779
EPX,12446
LOC100130950,43552
MSMP,1286
RNF220,246436
CHPT1,31429
LOC100631378,31473
TAF4,91012
DOCK10,277523
CLIP1,151135
SCAMP4,20639
NAA20,16339
ANXA6,57176
BST1,29223
REEP4,3915
COL6A1,23300
BTF3,7198
VDAC2,21295
CYP4V2,21943
ZNF630,13458
TTC38,26044
PDE3B,228335
CRK,34914
SGK3,149604
LOC654342,23266
SPTLC1,84263
ADAM22,268638
WIPF1,123325
PSME4,106773
ZNF428,12638
TMEM55A,46701
GNG11,4810
LHX4,44755
CASP6,14844
ARFGAP3,60876
EXOSC9,15704
OTUD5,36345
CCDC134,25625
SLC25A20,42070
AGO2,104382
LRP1,84843
EPHA1,17780
AP4E1,97228
PON2,30210
CNBP,16152
CERK,53845
EVA1B,2123
STMN3,13905
SAMD9,18510
RPS27A,3950
SLC25A14,33288
GPAM,33915
CYB5R4,100776
ISCU,6866
DBF4B,43660
ABTB1,7988
CDK12,73061
TNFRSF4,2842
ARPC1B,20106
FBLN5,78291
H2AFY2,59683
FARSB,84665
KDM5D,39524
TCEAL8,2198
ZNF414,3586
MSH5,22730
UBOX5,52337
PROSER2,48879
CAPN9,54619
WWC2,221466
CSGALNACT2,46861
GPR173,31290
DTD2,11437
GANC,79498
TRPM6,165599
ZNF639,11769
TRNT1,22106
ZFYVE28,149046
CXorf23,57402
AMMECR1L,24307
CDK4,4720
ARMCX6,2883
CRMP1,72294
CCDC132,128782
PPA2,104993
OSBP2,213018
BFAR,36425
VPS37B,30837
MCMDC2,51299
PI4KB,35918
DNAJC17,39609
MGC16275,3325
PID1,247368
SNX9,121815
GBP3,16189
PNPLA1,65427
C12orf10,7495
CTIF,324159
PRSS36,11168
FBXO4,16316
CCDC120,16549
NUTF2,24400
TNFRSF21,78412
KARS,19963
PCCB,79846
COL8A2,5006
LOC100129148,10063
RAI1,129978
PRKCQ-AS1,4936
NISCH,37564
WBP2,9721
MXD1,27903
CAPN3,52817
SNRK-AS1,5043
DNAJB2,7582
ZNF141,36095
HYPK,2150
GJD3,4040
ARL15,425789
DCP2,45485
FAM72B,16676
C15orf38,12390
ST20-MTHFS,79559
TRIM5,21914
PDIK1L,14383
CIDEB,6183
SIRPG,28627
EID3,1472
YEATS4,31044
RPA3,81663
YPEL1,38245
HPS1,30749
INSIG2,21547
PGM2L1,68141
ALDH7A1,53549
BLCAP,10514
EEF1E1-MUTED,89028
UROD,3536
TIMM8A,3313
SDHAF2,16642
LRR1,15975
HSPH1,25354
ACYP1,10808
NDOR1,13694
YES1,90735
C12orf57,1962
GPR88,3855
ZC3H3,103795
UGGT1,104495
RALA,84571
STAT2,18655
DNAJB6,80423
LOC284889,5220
SLC4A7,111699
OTUD1,3112
BLK,70587
ELK3,73399
DNAH7,331109
UBE2Q2,57766
RPL23AP82,42551
WDR33,106953
CNOT4,148328
ARHGAP30,23028
RPS3A,5079
NDUFC2-KCTD14,64504
FAM226A,2021
THYN1,5087
C8orf58,4548
ZNF623,17717
STAU2,327339
YDJC,1962
UBE2Q2P1,43599
NSMCE2,275284
MRPL34,1175
ZFX,66610
GLCCI1,120335
ACVR1,139416
WIPI2,43651
SLC38A6,102619
PHKG1,12713
ZNF330,13801
RAD23A,7829
SNX5,27246
DUSP12,7371
UCHL5,47741
ATG2A,22718
CEPT1,45475
CAPN10,12393
KLC4,15461
OPRK1,25918
ARF6,4036
LOC100507577,7314
RHOBTB3,65221
IFNAR1,34914
KLHDC2,15069
NEDD4,166713
ZNF551,7832
ZBTB48,9277
HBM,794
PHF19,21675
DUSP11,17959
FOXP1,629275
RPL10,4109
DUSP5,13677
ABCB6,9224
MMRN2,22127
CSRP1,23729
BACE1,30570
NQO1,17229
NEU3,18793
COA3,1107
NDUFA3,4121
TMEM187,10655
CSNK1D,31057
UBTD2,74145
TRA2A,27255
NPIP,14631
WDR4,36509
OSBPL5,78236
LOC100131496,2252
FSCN1,13851
ZNF507,42059
SEC11A,46923
PPIA,6475
STK10,146272
SHISA7,14125
PRKAA1,38816
EVI2B,10342
RPS4X,4688
TUT1,16592
GLB1L,8628
INO80B-WBP1,5868
ZKSCAN3,19263
PTGER4,13805
C3orf38,8222
PIAS2,107472
NSUN4,24975
SCARB1,86345
FAHD1,12978
TMEM127,15805
EPT1,49805
ABRACL,14620
SRGAP3,269093
ATXN7L2,8859
RHOC,6276
AHNAK2,41103
FCER1A,18510
TRMT1,11849
SH3GLB2,20266
SRSF5,4893
ZNF726,19085
SEC11C,18938
PHB,10822
PLA2G4B,9335
MYNN,16651
RAB32,11258
AFAP1L2,109932
PPP2R3A,182237
DOHH,10119
KBTBD2,23690
CC2D1B,15612
C1orf54,8152
ZNF44,23089
GABARAPL1,10235
CCDC102A,24387
NFKBIB,9194
LUST,1385
ATP1A3,27694
TGM7,25974
ADAP1,56752
RHOU,102022
MCAT,11191
SPIN1,90325
STIM1,237507
MAN1A1,172565
ESYT3,43841
UBXN2B,40237
RGN,14937
MKL1,226398
FBXW11,145321
OAS3,34805
ARHGAP33,13307
CD9,37955
CMC2,30803
TPD52,136731
CUTA,1746
ABCB1,209460
SET,12741
TAPT1,66033
TADA2B,14521
TRMU,21939
NINL,132815
ZNF468,19117
STXBP1,80509
C16orf91,1056
HPS5,43504
LILRB3,6812
SCARB2,55160
CDK2,6012
SMIM12,9454
UHMK1,32455
ZNF595,34872
HSPA2,2768
GPATCH2,200575
DPP7,4203
THNSL2,16342
LOC401010,2733
ZBTB3,3221
PQBP1,5227
SLC9A7P1,3304
MBP,153985
CDKN2C,5942
ZNF605,34873
SH3RF2,126753
GADD45A,3161
RCOR2,5623
CCDC58,23638
SUMF2,16448
PRIM1,20782
FAM65C,50779
SS18L2,4192
TP53I3,7782
FAM63A,11553
LPCAT1,62534
CCNI,27948
COX20,9720
ACTR1B,8159
MSANTD3-TMEFF1,135730
HIST2H3C,506
LOC100506100,8781
PKLR,12141
CDKN2AIP,3260
URM1,20697
CHRAC1,5855
NACC1,22859
FCGR2A,14155
STAR,8382
CYP4F22,43792
GSTCD,138941
RCN1,14795
UACA,108957
SNORA48,134
UBFD1,16848
MTMR4,28358
DDHD1,116588
BAZ1B,81887
LOC339529,129915
CCDC59,6501
TMEM52,1711
ZSCAN20,23763
ILF2,9240
TTC25,30780
REST,27968
WASL,67119
KIAA0355,101015
PQLC1,49233
CYB5R3,31559
FAH,33691
TRAPPC2,22393
EFNA1,7037
SETD2,147569
CCDC136,30723
NR1H3,20733
DAB2,53559
MEF2D,37121
CDC26,8579
GUSBP4,41565
PAPSS2,87986
ICA1L,98498
RNF185,46867
ACACA,324975
DKFZP434I0714,2999
LOC100132077,28472
APEH,9499
LOC100093631,52324
ABCG1,97555
C11orf31,2161
LRP4,61905
YOD1,9131
LOC100506844,4715
PRMT10,45746
GGH,23971
MRPL27,5334
NOB1,13114
RNF217,100147
PGK1,22658
TRA2B,23566
ALOX5,71943
ZNF558,13183
ALKBH5,26400
STYXL1,51666
NKIRAS1,24965
CCDC47,28478
SERINC3,25862
LRBA,750838
TMEM64,23910
L2HGDH,69795
COG4,42985
MIS18A,10846
SNORA64,133
GYS2,68658
PHTF2,158712
ZNF503-AS2,7454
MRPL44,10310
HNRNPH2,6007
ZCRB1,14044
VPREB3,1700
PART1,59944
AIDA,44509
DSTYK,69096
CCDC92,36208
DEPDC1B,103254
HIF1A,52858
NDST1,50099
GOLGA8T,11405
INSL3,5061
ABCC2,69199
TAL1,13480
PRCP,76148
TYRO3,20316
TBC1D24,30587
GPR116,102433
CCSAP,21936
TIMM9,18862
IL12RB1,27326
PRR13,4994
BUD13,24828
POLR2M,10852
WRAP73,19340
CTBP1-AS1,3567
MIR636,98
ATE1,184921
KIN,37065
SLC33A1,27947
CARKD,24535
OTUD6B,16899
CLN8,22866
TMEM87A,63029
NSUN2,34121
CMTM7,63170
KIF1B,170897
SCARNA13,274
PTPRA,174474
RAPGEF5,238625
LRRC45,7747
LOC100506023,242095
GRPEL1,8020
HIST1H4I,369
GPT2,46893
SF3A2,11862
MTHFD1,71966
PHACTR1,571038
PGRMC1,8218
NXPH3,7873
AVIL,18692
TMEM150B,12481
STK4,113473
TECPR1,36808
CBR3,11597
ANO7,36867
FECH,41896
KIAA2026,88995
ANXA1,18526
C2orf15,9743
MIR3613,86
GAL3ST4,9508
CLIP2,116468
CHST10,25808
TBCK,270628
IPO11,215843
BET1,12690
DLX2,3312
PTK2B,147909
SRSF12,22122
DDIT4,2120
PTGS2,8615
ZNF205,7955
TRMT61B,20487
HEATR5A,128794
CCNE1,12314
UBE2D3,72899
FUOM,2871
RPS19,11496
HMMR,31436
EXOC8,5096
WDR70,373362
SUPT16H,32794
ZC3H6,64462
RDM1,12695
PDP2,10619
ZNF610,30878
MRE11A,76571
LTC4S,2527
RPS3,22810
TMEM87B,64095
CCNB1,11233
LOC100506050,5684
EFHC1,75589
ACP2,9604
SORT1,88375
TKT,31407
LOC100527964,5018
RABAC1,2695
TOMM22,2812
HECA,45697
GLUD1P3,4068
PROX2,10801
APMAP,29845
TMEM220,17007
ATP9B,308885
IKBKAP,66808
ZBTB37,18281
POLM,10282
RYK,93608
FAM127A,1242
GPATCH2L,50875
ANKRD36BP2,40690
VARS,18415
PLOD3,11753
FANCA,79106
ADD3,129597
TRAPPC4,5144
CENPB,2839
NR2C2,101544
HCFC2,42068
ZNF473,22819
TTC31,11491
BSDC1,29357
SLC24A5,21420
KCTD1,202491
NAIP,56631
WARS,42555
TIMM50,10476
RACGAP1,36362
CRELD2,8903
DCAF16,10103
SLC25A5-AS1,3087
MCM5,24379
HMGN3,33493
UHRF1,52655
ADAT2,27872
PCDHGA12,82388
RPTOR,421548
FSD1L,101070
SDHD,8947
ALKBH7,2817
CDIPT,4900
VPS26B,23125
EXOSC6,1699
NKAP,18722
ELMO2,40581
KCNQ2,66451
SEPT5-GP1BB,7554
OSBPL2,57689
MCPH1,237027
PSMC3,7704
FAM24B-CUZD1,47486
STAG3L3,8459
STIM2,164690
C2orf88,65724
LRRC6,103662
SPRN,3951
SOCS6,41297
ZNF512B,13166
SIDT1,97204
SH3RF1,176842
LAMP1,26272
SETDB2,50710
CTSS,35761
ARL5C,9267
NUDT21,22213
TOR4A,4813
PTBP3,115949
HYI,2986
CHMP3,60067
FLJ33630,61522
ABAT,109988
SEMA6A,131300
TRNP1,7182
C9orf123,3308
SCCPDH,44062
KIAA1468,119831
YBEY,11398
OXA1L,5267
WDR18,10241
MRPS26,2221
GNL3,8574
FAM173B,24401
SLC25A37,43700
ZEB2,136016
ZC3H8,39225
FAM13B,95160
MRPS10,11094
GPN3,16235
EME1,8239
RGCC,13471
C1GALT1C1,4476
POM121C,69503
KLHDC3,7195
SMPD1,4584
MTFR1L,13036
GEMIN4,7840
CRIPAK,4442
RPL32P3,16605
POLK,87989
STRN,128774
GLYR1,44099
RHOG,14005
ACTR2,43561
DENND4B,17177
HIAT1,45140
RRNAD1,8489
OXSM,4462
MRPS5,34802
SLC11A1,14865
YY1AP1,29590
BSG,12216
DHH,5396
C2orf16,6200
C11orf95,8749
CES2,10647
PPID,14273
DUS1L,7949
HMGB3,7485
LRRC8C,86450
CCNC,26427
PPP2R4,37997
SLC37A1,81808
GLE1,37609
ASAP3,55694
FLJ16341,33554
ALG6,70972
SRPK2,272518
CCT7,18786
GGACT,58628
PCYT2,8563
MTX3,14549
TANC1,264024
SCHIP1,624119
RERE,465235
SPAG5,21473
ZIC4,20761
GLCE,111571
