"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","Gene_Length"
"19298","ENSG00000215041",1261,1304,1139,250,151,973,235,0,608,889,1371,935,4,41,71,8,0,1732,941,830,1,612,1251,714,242,1467,1773,907,860,714,13687
"19300","ENSG00000215045",31,25,15,0,12,0,4,4,11,10,3,7,2,6,3,0,0,11,8,16,0,1,11,4,3,11,18,18,6,4,54658
"19308","ENSG00000215114",1153,1183,486,141,67,115,132,1,595,1618,353,522,0,18,34,3,0,323,574,2158,0,1462,1008,3735,1635,967,1222,746,339,430,40237
"19310","ENSG00000215131",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,1937
"19317","ENSG00000215183",3,4,33,0,0,11,6,0,14,8,0,10,0,1,1,0,0,24,0,1,0,0,4,3,3,10,12,7,4,32,1286
"19319","ENSG00000215187",24,6,14,0,1,11,0,0,0,1,7,0,0,1,0,0,0,1,5,1,0,0,4,4,1,5,17,4,5,10,2069
"19320","ENSG00000215193",794,939,1058,468,369,234,160,1,506,994,574,524,4,69,37,8,14,1255,773,517,8,731,487,473,325,800,1076,643,756,1732,13111
"19326","ENSG00000215251",1033,1270,519,164,134,693,97,0,425,1001,319,245,1,0,10,16,0,298,518,786,1,659,669,994,1296,630,991,645,292,1440,13367
"19327","ENSG00000215252",3782,3502,842,136,33,1316,70,19,349,1110,1767,231,7,5,13,93,5,523,1035,772,10,289,3179,1847,469,1631,2612,1226,290,699,58287
"19328","ENSG00000215256",200,165,202,2,98,3,18,0,106,140,141,89,2,0,1,1,1,188,189,211,0,53,202,130,79,132,149,116,109,126,16358
"19334","ENSG00000215301",28153,28262,5065,1916,905,7099,903,669,5292,29767,13241,3944,669,452,668,494,1405,7276,28807,26720,539,7785,28817,56396,34104,36349,30861,21172,6088,5256,16873
"19335","ENSG00000215305",2265,1890,1884,364,644,1338,500,113,1225,1937,1918,1405,1,5,18,0,4,2548,1162,1824,352,835,2101,1988,1110,1954,3014,1330,1395,2307,26005
"19343","ENSG00000215367",1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,1,1,1,1,2,0,0,7967
"19345","ENSG00000215374",11,25,68,0,0,0,0,0,10,10,4,0,0,1,1,0,1,5,7,2,0,3,29,1,1,13,13,4,4,3,53743
"19346","ENSG00000215375",204,165,155,217,223,314,44,54,143,456,279,350,1,17,23,187,35,399,171,186,206,1,259,107,65,243,270,200,186,261,4106
"19350","ENSG00000215417",60,33,12,0,17,73,20,2,62,156,21,23,3,7,14,0,145,9,46,7,0,199,39,46,7,20,22,12,8,7,6755
"19351","ENSG00000215421",836,702,180,22,12,153,60,121,185,595,415,186,10,113,93,0,33,427,577,438,0,65,717,1003,433,545,612,478,156,294,434709
"19353","ENSG00000215440",817,756,349,223,416,690,101,60,580,395,488,991,20,19,75,0,0,217,637,1044,174,1,865,697,171,810,879,594,488,363,26713
"19359","ENSG00000215472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11387
"19382","ENSG00000215695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853
"19385","ENSG00000215717",1711,1750,744,156,233,156,106,0,628,2064,491,509,85,8,23,50,42,731,1008,3051,0,343,1712,3667,2777,1228,1480,1202,799,2314,6151
"19394","ENSG00000215845",484,491,165,319,190,282,72,7,315,275,370,453,1,24,3,122,0,862,362,640,148,831,491,379,581,468,627,379,459,578,1352
"19400","ENSG00000215883",69,86,70,1,60,66,1,0,33,11,37,20,0,0,3,0,0,26,63,51,0,2,53,27,2,55,58,49,25,19,27719
"19405","ENSG00000215915",25,33,98,70,35,29,11,2,13,20,15,8,1,2,4,109,3,96,17,20,0,5,13,8,10,25,21,34,29,60,20469
"19441","ENSG00000216490",167,797,1022,3051,1072,708,171,191,784,1446,448,1123,308,183,259,717,9,518,872,451,0,22,640,1330,2166,1283,1051,880,859,1038,4348
"19456","ENSG00000216937",120,108,4,0,3,0,5,1,36,70,31,59,0,0,0,53,1,5,64,126,1,0,112,136,28,18,50,36,18,15,128451
"19461","ENSG00000217128",1395,1130,208,4,38,127,17,0,311,849,277,203,11,0,29,0,1,197,964,1572,105,202,1212,2446,981,1218,1735,825,249,1027,155349
"19472","ENSG00000217555",456,390,139,1161,211,101,84,0,236,359,117,582,0,0,0,7,67,122,169,589,161,535,273,702,897,334,420,231,201,273,13724
"19484","ENSG00000217930",260,277,180,115,70,133,31,0,157,232,140,239,0,0,15,1,0,83,97,124,0,13,129,191,46,312,397,166,90,104,11121
"19493","ENSG00000218336",5,4,2,0,2,1,0,6,0,0,5,1,16,7,24,2,1,0,1,5,0,8,1,3,1,2,0,9,3,2,479040
"19498","ENSG00000218510",387,379,228,39,94,61,17,77,136,329,163,107,21,19,13,0,2,144,200,238,2,1,261,135,87,124,137,135,83,117,6008
"19509","ENSG00000218891",25,50,79,82,84,123,5,7,60,63,43,108,5,1,4,1,0,77,58,153,0,2,77,46,16,47,66,68,42,60,3320
"19517","ENSG00000219200",424,669,406,625,444,137,156,19,680,577,357,950,35,89,215,304,0,672,448,627,0,164,695,966,506,1080,1141,793,840,692,2116
"19524","ENSG00000219451",1429,948,1287,884,474,911,301,0,287,576,874,1218,1,11,0,140,247,1506,250,309,88,549,496,494,753,858,1090,401,378,1527,522
"19526","ENSG00000219481",1237,999,356,43,13,130,68,16,178,963,824,73,21,18,105,354,33,444,840,445,42,111,1359,1200,168,916,1237,613,188,238,49570
"19530","ENSG00000219626",314,296,208,246,166,86,27,0,97,143,129,154,0,0,14,1,482,54,176,254,14,32,236,269,108,178,288,138,69,92,46157
"19539","ENSG00000220008",8,15,9,1,0,4,3,14,8,16,27,15,16,3,5,0,0,21,21,47,0,3,22,26,5,13,7,20,11,6,18382
"19544","ENSG00000220205",3892,5133,7719,11587,13489,4606,1835,640,4093,4885,3394,7284,65,487,258,4873,3271,6409,3510,2716,4521,7072,2699,2961,3079,6792,7636,6091,3275,6344,3828
"19562","ENSG00000220749",976,791,408,948,507,398,108,7,291,740,624,835,4,25,13,613,156,683,210,350,74,245,472,405,684,504,733,433,754,1213,5006
"19566","ENSG00000220988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"19626","ENSG00000221381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"19690","ENSG00000221676",12,29,0,89,34,169,0,25,9,18,6,48,5,0,88,13,153,30,14,12,0,0,33,31,23,12,15,8,12,10,124
"19711","ENSG00000221803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
"19716","ENSG00000221821",108,89,44,34,34,146,9,0,61,43,80,119,3,1,1,94,0,109,74,131,0,153,80,41,58,98,90,92,37,157,551
"19717","ENSG00000221823",1725,1366,813,295,367,427,164,353,692,3183,532,1087,32,196,129,137,203,675,895,1773,151,440,1115,2446,2090,833,1133,888,774,1646,73662
"19719","ENSG00000221829",290,415,139,131,85,305,75,93,96,486,508,135,3,20,37,58,0,557,356,302,0,1,417,262,76,317,346,204,223,905,6178
"19722","ENSG00000221838",263,198,160,187,321,172,32,36,145,211,217,234,53,2,35,33,2,295,155,283,1,226,277,115,51,188,257,171,162,197,5673
"19724","ENSG00000221843",1,0,2,1,0,0,0,2,0,0,0,1,0,0,3,1,0,1,2,2,0,2,0,0,1,2,1,0,2,1,6200
"19730","ENSG00000221866",145,178,22,3,1,3,33,4,100,133,124,18,3,4,10,2,2,179,173,57,0,6,139,168,44,74,247,101,79,63,525356
"19732","ENSG00000221869",1705,1210,1032,1321,1306,309,319,21,2459,1864,697,6999,139,126,336,236,70,1475,1689,10000,7,3023,2494,4925,3632,1070,944,1239,1492,939,1250
"19733","ENSG00000221874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35776
"19737","ENSG00000221887",0,2,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11057
"19743","ENSG00000221914",1854,2076,701,549,578,513,173,52,613,2525,631,1153,44,16,91,348,2,839,1127,1648,79,536,1943,4139,2333,1409,1326,1436,1010,1585,81188
"19744","ENSG00000221916",15,19,0,56,2,66,0,33,25,8,21,19,1,2,1,1,0,65,10,4,0,0,19,4,5,13,31,10,1,6,743
"19745","ENSG00000221923",119,70,5,37,9,3,9,0,41,53,62,32,0,0,0,0,0,42,111,145,0,100,101,50,28,50,79,56,24,68,15876
"19746","ENSG00000221926",104,98,0,37,28,38,8,0,14,91,53,71,11,1,10,32,21,34,40,33,1,0,46,50,12,58,70,40,88,96,54913
"19752","ENSG00000221944",174,219,27,16,39,182,39,0,62,197,86,77,48,0,0,0,0,159,171,95,0,291,215,164,93,149,201,135,61,72,2447
"19758","ENSG00000221963",4125,4090,1967,5126,3108,857,365,156,1113,2748,1825,1564,53,140,300,320,207,1711,3370,1580,441,1716,3465,3585,26534,4176,3373,2501,945,4285,20032
"19759","ENSG00000221968",701,705,460,401,704,1419,179,2,326,1223,795,593,18,34,50,53,868,941,399,539,299,73,391,374,142,599,1047,441,481,644,18008
"19763","ENSG00000221978",8967,9715,4976,609,749,7587,968,785,3125,6378,6769,4215,277,271,364,32,121,6215,5048,4319,287,2715,8993,5702,2672,7388,10396,6110,4747,10101,13627
"19764","ENSG00000221983",19003,16443,9666,15627,8474,14353,2043,910,7270,17948,4169,12608,153,476,357,3587,6833,12799,8839,19847,1428,12317,9851,9579,16139,7975,9475,7683,14428,28748,5656
"19766","ENSG00000221988",83,110,27,0,80,116,10,31,75,70,104,71,1,0,18,0,0,227,91,36,0,0,94,40,37,112,149,69,73,107,10229
"19768","ENSG00000221994",117,97,8,5,0,28,0,7,29,48,56,10,0,1,2,1,0,78,52,71,0,1,73,84,20,55,37,25,40,30,13458
"19770","ENSG00000222009",2506,1005,862,286,563,510,251,346,887,851,383,1288,186,371,786,260,4,849,554,440,41,782,269,1110,468,2227,1877,1667,1369,947,5647
"19771","ENSG00000222011",70,24,13,1,2,34,6,1,20,17,49,37,0,1,4,0,0,27,47,39,0,0,57,38,8,22,36,16,11,14,60273
"19777","ENSG00000222046",0,10,0,0,28,17,0,0,0,22,19,0,0,0,0,0,0,27,5,0,0,0,5,1,2,2,14,18,6,13,7102
"20166","ENSG00000223496",283,220,255,39,61,406,82,0,186,253,330,515,61,2,24,1,39,482,487,374,30,206,321,131,98,321,463,373,253,381,1699
"20167","ENSG00000223501",2177,2235,748,41,106,1004,119,5,708,1255,1392,679,22,0,81,0,1,1585,1441,1715,124,995,2124,1265,556,1634,2366,1286,1106,2024,21613
"20173","ENSG00000223547",469,669,245,862,594,338,93,188,191,1211,147,255,5,0,46,442,77,269,434,446,3,249,528,1205,303,577,493,424,306,204,13080
"20189","ENSG00000223609",213,74,290,74,4080,3592,19,117,54,715,48,210,1,1,24,1,94,1342,147,158,14,55,49,326,94,69,115,297,560,2763,1799
"20196","ENSG00000223638",0,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,7,1,8,11,0,4,0,0,2,4034
"20207","ENSG00000223685",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,92415
"20220","ENSG00000223776",6,29,32,44,12,0,1,2,8,0,20,0,4,1,1,0,1,27,8,3,0,1,12,13,18,13,26,15,4,2,1439
"20224","ENSG00000223797",43,62,0,31,101,79,15,0,36,58,54,20,0,0,7,0,0,59,33,55,0,1,26,30,27,27,49,26,40,28,62357
"20225","ENSG00000223802",1,7,0,0,0,0,0,0,0,0,6,10,0,4,27,0,0,0,4,1,0,0,1,1,1,0,5,3,3,1,27592
"20231","ENSG00000223865",6906,7912,12556,2782,3451,10776,2351,366,7735,16364,8523,12389,197,504,307,474,1623,19152,11456,17229,2504,12330,9114,5792,9778,6977,11557,8940,6468,19955,13770
"20245","ENSG00000223959",797,860,474,70,138,427,78,0,338,658,539,378,27,11,10,1,108,530,726,545,180,88,804,565,158,577,841,457,341,417,28207
"20266","ENSG00000224165",11,39,52,0,0,0,18,3,25,6,12,41,0,0,8,0,0,26,6,21,0,3,28,15,30,54,68,26,8,17,67582
"20280","ENSG00000224281",26,31,24,1,3,0,2,0,3,42,23,24,1,0,0,0,3,31,29,17,0,144,21,10,5,25,34,11,13,32,3087
"20281","ENSG00000224287",127,82,88,0,0,18,6,0,18,65,68,26,1,0,2,1,0,12,11,32,0,10,66,162,145,45,83,17,15,42,2965
"20298","ENSG00000224420",105,91,95,0,121,186,20,0,41,112,153,175,1,0,19,0,0,142,107,151,0,0,76,62,3,117,128,78,214,140,2305
"20305","ENSG00000224470",4642,3988,1262,156,152,1207,223,83,1079,2924,2293,733,187,87,138,35,131,2965,4028,1948,302,1507,3362,4809,1990,4799,6158,3129,2153,5120,11342
"20315","ENSG00000224531",348,185,50,108,9,12,6,58,63,186,67,45,1,0,8,0,0,17,183,117,0,129,236,251,70,82,63,87,53,143,44703
"20322","ENSG00000224574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2679
"20335","ENSG00000224660",1751,1804,477,0,38,237,57,94,278,1007,683,92,22,0,44,142,1,315,1127,879,2,0,1706,1537,300,962,1420,939,511,836,10314
"20369","ENSG00000224855",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8733
"20378","ENSG00000224940",47,15,45,0,13,70,5,7,7,11,16,16,6,1,7,0,1,2,6,53,0,1,24,27,2,28,55,27,17,264,11360
"20383","ENSG00000224975",102,88,26,74,0,59,26,3,48,51,83,43,1,40,7,0,1,164,82,45,0,98,47,41,16,136,105,62,50,40,1007
"20394","ENSG00000225091",26,30,20,0,0,0,2,0,6,56,7,6,1,0,34,0,0,48,9,6,0,0,18,11,5,19,48,19,22,33,137
"20408","ENSG00000225190",3812,4928,3623,431,691,875,684,742,2360,4466,2280,3340,160,222,585,172,446,3495,2271,3074,181,3217,3052,5876,2914,7188,8364,3766,3834,6414,54880
"20422","ENSG00000225269",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6258
"20447","ENSG00000225470",217,231,290,197,173,157,41,0,101,444,253,126,0,1,4,1,776,165,334,321,0,0,273,475,346,241,260,124,143,215,126058
"20459","ENSG00000225556",39,9,4,27,1,1,0,7,8,16,10,26,1,0,9,0,1,11,8,13,1,0,12,4,0,6,12,4,10,9,2694
"20467","ENSG00000225614",37,87,154,1,44,35,15,158,52,122,49,57,26,43,101,6,4,150,113,137,0,108,117,69,11,110,109,93,91,34,13286
"20476","ENSG00000225697",992,972,581,222,299,592,65,30,524,912,748,835,7,88,31,0,0,772,656,1126,142,681,1203,1601,206,796,1310,813,684,1207,9770
"20481","ENSG00000225733",2534,2503,592,146,141,489,81,18,681,2384,735,284,6,181,43,0,1,1102,1692,2730,0,646,2069,2985,1357,1201,1664,1282,1259,2561,5662
"20490","ENSG00000225783",5423,5015,1626,597,909,619,324,30,1704,1719,4314,2439,265,787,230,19,57,1352,2623,1947,37,2014,4667,2095,580,2808,3268,2390,1293,1247,18994
"20498","ENSG00000225828",723,908,885,3,59,864,80,3,317,513,480,549,29,52,29,1,1,475,446,565,0,153,490,441,150,848,1179,682,615,996,973
"20499","ENSG00000225830",500,452,187,0,46,60,29,0,113,443,227,57,0,0,17,0,0,235,391,357,0,73,574,580,142,300,417,280,103,187,82656
"20503","ENSG00000225855",47,33,31,117,28,34,6,7,53,33,36,46,2,3,8,0,0,74,28,28,0,1,26,26,17,35,56,33,26,33,3687
"20511","ENSG00000225921",598,514,578,433,248,784,91,179,329,660,404,390,6,15,27,0,0,261,522,609,0,439,624,527,512,322,400,285,266,547,5568
"20546","ENSG00000226167",1,0,0,4,1,1,0,0,0,0,0,0,4,0,0,1,0,0,2,4,0,0,0,0,0,1,1,1,0,0,44602
"20547","ENSG00000226174",20,16,27,8,8,0,0,26,5,40,20,18,11,1,0,0,0,82,31,18,0,2,20,14,4,23,30,15,14,6,15276
"20555","ENSG00000226245",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1175
"20563","ENSG00000226288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1114
"20567","ENSG00000226312",7,16,0,32,22,7,0,45,4,182,1,67,0,0,0,0,0,26,65,8,0,220,14,36,54,25,92,9,29,2,17503
"20574","ENSG00000226367",2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,33268
"20587","ENSG00000226479",384,553,187,147,96,52,65,144,252,388,355,290,26,8,44,1,0,602,390,970,0,791,606,1297,1535,805,609,544,436,515,5937
"20602","ENSG00000226567",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,4708
"20617","ENSG00000226650",5,8,0,0,0,0,0,6,0,0,0,3,8,14,9,4,2,0,0,0,0,0,1,0,1,1,0,2,2,20,4425
"20629","ENSG00000226711",46,60,0,4,9,0,2,1,4,9,32,15,2,5,1,1,0,17,16,14,1,0,46,23,11,12,48,31,14,18,20791
"20637","ENSG00000226746",0,2,38,3,18,76,0,0,0,9,0,0,0,0,0,0,2,23,2,0,1,0,0,0,1,1,1,5,0,3,2843
"20639","ENSG00000226761",8,7,12,0,0,0,0,0,6,0,1,0,0,10,0,0,0,0,3,1,0,0,9,5,4,2,2,1,0,7,929
"20640","ENSG00000226763",52,76,15,2,17,6,0,0,36,104,11,43,0,25,17,15,0,38,34,27,0,0,17,22,11,37,47,39,96,39,2397
"20668","ENSG00000226950",549,420,287,140,74,270,77,11,153,384,195,227,128,99,37,95,3,395,250,429,114,93,461,231,237,260,370,246,252,590,1684
"20678","ENSG00000227036",14,32,70,91,51,6,2,2,6,7,4,23,6,2,3,10,9,5,6,5,4,4,18,5,6,6,13,9,13,8,189480
"20679","ENSG00000227039",4260,3776,1580,2556,1714,2161,352,16,2179,3302,2401,1573,79,126,79,1,0,2046,1511,3623,0,1703,3836,2513,1654,4768,5682,4090,2297,3209,8645
"20681","ENSG00000227057",1500,1428,2012,919,757,1090,346,15,889,2768,1298,1416,22,22,151,568,0,2488,753,1061,1,1847,1518,1110,653,1557,1715,1105,1582,1973,10424
"20689","ENSG00000227124",51,145,12,1,1,25,0,0,28,113,52,38,6,2,10,12,0,66,79,72,0,0,52,51,27,55,57,39,31,37,48226
"20698","ENSG00000227199",13,1,0,1,0,0,5,3,3,10,13,0,5,3,1,0,0,5,16,21,0,0,13,15,4,13,10,12,5,4,1887
"20709","ENSG00000227268",68,45,3,5,8,44,7,3,39,64,70,84,4,0,2,0,0,31,24,58,0,0,53,111,96,73,96,32,20,14,4276
"20720","ENSG00000227345",251,246,132,0,5,100,10,0,94,230,146,102,1,37,0,29,0,50,147,145,0,0,214,211,152,91,140,102,61,54,345006
"20725","ENSG00000227354",30,63,0,0,20,30,1,2,13,30,7,43,0,0,1,0,1,2,13,28,5,1,34,31,6,26,34,14,8,18,18024
"20726","ENSG00000227372",765,684,371,9,55,811,86,169,181,840,801,242,11,46,41,0,0,1104,674,469,0,3,763,430,121,621,774,511,530,445,11389
"20727","ENSG00000227375",1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,0,0,0,5503
"20745","ENSG00000227500",599,889,889,185,427,698,234,34,586,1377,1231,1097,100,7,73,2,2,2135,680,622,111,1040,590,573,243,1649,1627,762,863,1284,20639
"20746","ENSG00000227507",4883,5728,6235,8812,9342,7530,2305,499,5519,7117,13019,15760,177,630,628,6618,5191,21123,6882,11008,1914,9472,4914,4241,3410,8606,7619,7400,8519,3753,1866
"20763","ENSG00000227617",1,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,14478
"20778","ENSG00000227695",1,1,2,14,5,4,2,0,1,3,0,0,1,0,0,1,1,1,0,6,1,2,0,1,0,0,4,0,0,1,31789
"20788","ENSG00000227825",112,54,56,4,3,25,4,1,27,127,33,12,0,1,9,1,1,147,143,164,0,146,87,234,14,24,77,73,70,74,3304
"20819","ENSG00000228049",143,176,45,20,16,124,20,1,35,23,147,238,0,0,7,2,0,169,53,34,4,211,133,141,93,260,427,112,50,367,34981
"20835","ENSG00000228223",138,147,60,126,111,17,7,4,66,44,102,60,3,7,4,6,3,51,81,132,0,1,108,54,29,50,75,88,21,34,5678
"20846","ENSG00000228315",3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,1,0,0,0,78935
"20862","ENSG00000228474",2255,2003,1258,2527,2089,1604,331,1,1138,1808,896,2883,158,109,58,536,1137,2241,2035,7644,246,2254,1647,1745,2934,1125,1750,1992,1800,3524,1225
"20877","ENSG00000228623",9,31,0,0,0,13,0,0,2,11,12,0,0,0,0,0,0,18,16,17,0,0,18,6,2,4,15,12,0,3,15072
"20886","ENSG00000228672",22,30,20,0,0,10,0,5,34,0,30,15,9,3,4,0,1,101,35,27,68,4,26,10,1,23,19,14,23,13,3250
"20892","ENSG00000228716",291,193,119,145,163,33,24,1,43,281,62,41,1,0,2,4,71,137,82,187,9,0,135,100,68,75,116,101,119,764,28755
"20895","ENSG00000228727",18,2,5,0,0,0,3,44,9,0,12,0,0,0,0,0,0,0,18,15,0,0,19,2,0,3,21,2,5,1,1851
"20919","ENSG00000228889",24,18,9,0,0,11,15,0,13,38,18,55,1,1,11,0,0,28,31,23,0,1,32,15,11,25,52,28,8,26,4383
"20940","ENSG00000229111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856
"20941","ENSG00000229117",9066,7906,4382,5620,2686,4230,1248,47,5305,7919,5145,6908,209,176,354,1115,1881,11827,2870,4176,650,12416,3490,3040,9392,6077,8202,3571,6680,15089,1242
"20949","ENSG00000229153",76,83,0,5,15,2,3,1,32,78,98,38,0,0,0,0,7,30,89,74,0,1,30,40,14,92,131,60,21,56,115634
"20955","ENSG00000229205",10,13,0,0,0,1,0,0,8,0,22,4,0,0,1,0,0,1,0,1,0,2,41,0,0,1,1,32,1,6,4904
"20990","ENSG00000229474",1737,2138,845,155,230,392,132,8,711,763,1899,1195,99,100,88,25,64,1066,1748,710,1,309,1819,1200,823,1739,1746,1115,862,1659,11156
"21009","ENSG00000229589",9,16,0,1,0,0,0,0,0,11,5,10,0,0,0,2,0,24,3,1,0,0,3,0,0,2,7,5,1,1,3793
"21011","ENSG00000229619",174,102,39,1,31,42,5,3,22,66,32,81,2,1,4,0,0,28,48,84,0,67,84,68,72,73,106,62,9,40,7010
"21021","ENSG00000229676",11,27,1,1,2,33,0,0,3,6,3,12,1,0,1,0,0,0,7,7,0,1,4,15,1,0,7,8,5,1,33346
"21038","ENSG00000229809",351,407,649,242,519,771,93,67,370,638,435,832,5,25,7,4,73,882,339,553,0,807,415,253,205,332,389,364,366,409,2709
"21041","ENSG00000229833",368,240,120,203,352,154,54,0,196,211,227,430,1,0,13,314,807,283,268,440,0,233,296,345,332,192,341,230,268,259,1839
"21057","ENSG00000229980",69,36,93,136,35,10,21,0,55,38,88,184,2,33,4,1,0,63,27,15,0,1,40,38,45,62,83,38,22,18,1692
"21071","ENSG00000230082",6,11,39,0,0,0,5,0,11,12,1,0,0,0,2,1,0,37,12,12,0,0,6,12,0,9,7,5,25,12,7383
"21077","ENSG00000230124",483,364,106,34,35,211,29,279,136,191,315,183,1,37,21,0,0,289,273,367,0,0,472,254,97,250,319,192,151,354,214670
"21114","ENSG00000230359",10,1,8,3,27,22,4,2,12,46,10,34,0,0,0,0,0,50,17,15,1,17,15,11,15,21,19,21,6,14,2016
"21141","ENSG00000230487",122,115,86,21,72,185,25,2,55,115,178,111,0,0,3,0,2,405,97,134,0,5,160,74,39,117,145,96,166,116,19552
"21145","ENSG00000230513",23,22,48,1,24,138,1,0,36,45,108,77,0,10,5,0,0,161,52,48,0,0,15,12,14,49,119,62,25,47,8452
"21155","ENSG00000230565",1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,3,2,0,1,2077
"21159","ENSG00000230590",129,223,78,24,60,96,4,4,43,138,134,76,5,38,3,68,16,124,93,67,0,0,126,324,46,133,159,101,29,41,265438
"21163","ENSG00000230613",5,2,0,0,5,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1,6,2,1,0,9,5556
"21174","ENSG00000230701",249,173,281,1,54,135,43,0,83,94,86,96,0,0,0,3,0,89,43,13,1,7,84,78,50,153,151,75,99,198,2232
"21186","ENSG00000230797",11,20,0,17,1,0,2,0,4,9,6,5,0,0,0,2,0,22,4,13,0,0,12,11,2,9,12,4,2,8,2740
"21191","ENSG00000230844",181,171,82,62,12,54,9,0,29,58,21,45,0,0,0,2,0,36,88,29,0,0,120,95,46,81,122,100,62,84,2985
"21209","ENSG00000230989",904,940,836,1203,851,605,178,0,859,1585,376,1213,0,3,20,568,4,941,949,2432,173,1346,925,1661,1975,755,873,884,579,1046,5099
"21222","ENSG00000231074",1229,1344,939,197,67,398,93,19,407,1030,725,481,85,53,257,26,0,1065,1038,621,1,16,852,1070,407,935,1005,654,806,1002,39753
"21257","ENSG00000231389",8706,7282,16170,3729,3226,15446,3189,16,9967,22793,10120,8476,53,223,83,395,851,19577,9463,14824,1333,12110,10071,7331,11581,6602,14163,6054,8399,24175,16209
"21269","ENSG00000231500",47840,44010,33670,38507,27413,42714,6659,584,21018,59590,21099,31442,217,601,410,14964,31025,53472,19038,34403,5930,31170,26300,16816,24176,18692,27339,19820,29285,86168,4429
"21273","ENSG00000231535",60,62,0,0,0,0,0,0,21,0,0,23,0,0,11,0,0,0,0,0,0,0,42,71,0,0,72,30,0,36,99276
"21278","ENSG00000231607",164,130,54,85,89,141,23,4,90,176,53,273,68,55,82,173,11,192,92,182,0,2,109,259,177,180,182,130,98,96,142989
"21296","ENSG00000231784",4,12,6,5,0,50,0,0,2,42,14,35,0,0,1,0,0,28,14,14,0,4,17,24,1,17,17,27,13,15,3003
"21312","ENSG00000231887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3314
"21313","ENSG00000231889",116,123,11,10,24,59,21,0,38,124,82,54,1,4,3,1,0,129,70,78,1,1,100,108,45,147,197,103,41,102,118822
"21323","ENSG00000231925",9886,12640,23941,27910,12998,7061,5457,2081,14455,19209,8873,33021,903,1646,1821,2092,1001,14560,6348,9315,1141,19998,6930,10948,21724,27252,25258,15019,15273,17603,14692
"21332","ENSG00000232021",50,27,0,1,6,134,1,1,1,14,44,20,2,0,3,0,0,58,27,21,0,1,34,15,4,24,26,23,30,32,8905
"21346","ENSG00000232112",2953,2676,2244,5806,2089,1919,596,14,2653,4191,1599,3680,1,2,123,1288,1563,3935,1045,1701,182,3081,1544,1943,6851,2637,3027,2039,3038,5512,3851
"21347","ENSG00000232119",339,314,171,376,308,50,39,0,204,363,72,255,0,7,0,0,0,158,197,498,2,204,301,293,350,202,182,168,131,310,17272
